gml_id;GID;RS_CHANTIER;COMMUNE;DATE_DEBUT;DATE_FIN;NUMERO_ACTE;TYPE_EMPRISE;MES_LIBELLE;GID_EMPRISE;LOCALISATION_EMPRISE;gid_acte
_726a2646-9073-11eb-97a2-135c120f17f7.238255;238255;154144;BORDEAUX;2024-07-29;2024-10-04;24BORAJPT17420;EMPRISE/EMPRISE;Mise en impasse,Circulation interdite;301665/301664;Rue Ernest Renan, Rue du Haillan, Rue de Lyon, Rue Répond, Rue Mondenard/Rue Mondenard, sur sa partie entre la Rue Wustenberg et la Rue Heriard Dubreuil, Rue du Haillan, entre la Rue Répond et la Rue Ernest Bersot, Rue de Lyon, à l'angle avec la Rue du Haillan;238255
_726a2646-9073-11eb-97a2-135c120f17f7.237960;237960;152729;BORDEAUX;2024-07-22;2024-10-31;24BORAJPT17340;EMPRISE/EMPRISE/EMPRISE/DEVIATION;"Mise en impasse,Mesure libre circulation;Interdiction de stationnement,Circulation interdite,Déviation";301294/301297/301293/301295;Rue Paul Antin (Bordeaux) de part et d'autre de la rue/du 245 au 235 Rue Pelleport (Bordeaux)/Rue Paul Antin, du Cours de la Somme jusqu'à la Rue Pelleport (Bordeaux)/Rue Pelleport (Bordeaux);237960
_726a2646-9073-11eb-97a2-135c120f17f7.236669;236669;150348;BORDEAUX;2024-07-24;2024-10-31;24BORAJPT16190;EMPRISE;"Circulation alternée;Neutralisation de voie";299628;25 Rue Jean Fleuret (Bordeaux);236669
_726a2646-9073-11eb-97a2-135c120f17f7.236041;236041;150425;BORDEAUX;2024-07-17;2024-10-17;24BORAJPT15995;EMPRISE;Neutralisation de voie;298799;du 79 au 81 Rue Georges Bonnac (Bordeaux);236041
_726a2646-9073-11eb-97a2-135c120f17f7.238214;238214;155529;BORDEAUX;2024-09-09;2024-11-03;24BORAJPT17461;EMPRISE/EMPRISE/DEVIATION/DEVIATION/DEVIATION/EMPRISE;"Limitation de vitesse;Interdiction de stationnement;Circulation interdite,Limitation de vitesse;Interdiction de stationnement;Circulation interdite,Déviation,Déviation,Déviation,Mise en impasse;Interdiction de stationnement;Circulation interdite";301629/301610/301628/301630/301631/301627;Rue Kléber, de l'Avenue Alsace Lorraine jusqu'à la Rue de l'Ecole Normale (Bordeaux)/Rue Kléber, de la Rue Pasteur jusqu'à l'Avenue Alsace Lorraine (Bordeaux)/Avenue Alsace Lorraine, de la Rue Victor Hugo jusqu'à la Rue Kléber (Bordeaux) Rue Pasteur, de la Rue Kléber jusqu'à la Rue Victor Hugo/Avenue Alsace Lorraine, de la Rue Kléber jusqu'à la Rue de la Tour d'Auvergne (Bordeaux) Rue de l'Ecole Normale, de la Rue de la Tour d'Auvergne jusqu'à la Rue Kléber (Bordeaux)/Avenue Alsace Lorraine, de la Rue Kléber jusqu'à la Rue François Marceau (Bordeaux) Rue de l'Ecole Normale, de la Rue François Marceau jusqu'à la Rue Kléber (Bordeaux)/Rue Georges Dalidet, de la Rue Robert d'Ennery jusqu'à la Rue Kléber (Bordeaux);238214
_726a2646-9073-11eb-97a2-135c120f17f7.237837;237837;154952;BORDEAUX;2024-08-05;2024-11-05;24BORAJPT17238;EMPRISE/DEVIATION/EMPRISE;"Circulation interdite,Déviation,Neutralisation de voie;Rétrécissement de largeur de voie";301071/301072/301073;Rue Jacques Nancy (Bordeaux)/Rue Georges Bonnac - Rue Henri Labit/Rue Henri Labit, -- Rue Georges Bonnac, au droit de la place -- Rue Chauffour, du 50 à la Rue Georges Bonnac;237837
_726a2646-9073-11eb-97a2-135c120f17f7.240524;240524;156343;BORDEAUX;2024-09-02;2024-10-04;24BORAJPT19443;EMPRISE;"Interdiction de stationnement;Neutralisation de voie;Circulation alternée";304584;Cours Edouard Vaillant côté pair;240524
_726a2646-9073-11eb-97a2-135c120f17f7.239260;239260;61035;BORDEAUX;2024-08-08;2025-08-07;24BORAJPT18331;EMPRISE;Circulation interdite;302957;Rue des Mots Passants de l'allée Eva Hesse à la rue du Tri Postal (Bordeaux);239260
_726a2646-9073-11eb-97a2-135c120f17f7.242207;242207;158695;BORDEAUX;2024-09-30;2024-10-31;24BORAJPT20851;EMPRISE;"Mise en impasse;Limitation de vitesse;Circulation interdite";306625;Rue de la Paix, de la Rue Marcelin Berthelot jusqu'à la Rue Detrois (Bordeaux);242207
_726a2646-9073-11eb-97a2-135c120f17f7.242706;242706;158975;BORDEAUX;2024-09-30;2024-10-05;24BORAJPT21106;EMPRISE;Neutralisation de voie;307240;du 11 au 17 Avenue Thiers (Bordeaux) du 18 au 12 Avenue Thiers (Bordeaux);242706
_726a2646-9073-11eb-97a2-135c120f17f7.238518;238518;148168;BORDEAUX;2024-09-01;2024-10-19;24BORAJPT17682;DEVIATION/EMPRISE/EMPRISE/EMPRISE;"Déviation,Interdiction de stationnement;Neutralisation de voie,Interdiction de stationnement;Circulation interdite,Circulation alternée";302006/302004/302005/302007;Cours le Rouzic (Bordeaux) vers l'avenue Thiers et la rue Bonnefin/Rue Bonnefin, du 43 jusqu'à la Rue de Janeau (Bordeaux)/Place Calixte Camelle du côté impair, du Cours le Rouzic jusqu'à la Rue Bonnefin (Bordeaux)/du 41 au 65 Cours le Rouzic (Bordeaux);238518
_726a2646-9073-11eb-97a2-135c120f17f7.242821;242821;156695;BORDEAUX;2024-09-23;2024-10-03;24BORAJPT21095;EMPRISE;"Neutralisation de voie;Interdiction de stationnement";307381;du n°25 rue Boileau jusqu'à l'angle de la rue Rue Bourbon;242821
_726a2646-9073-11eb-97a2-135c120f17f7.242928;242928;158851;BORDEAUX;2024-09-23;2024-11-22;24BORAJPT21282;EMPRISE;"Circulation interdite;Mise en impasse;Interdiction de stationnement";307523;Rue Minvielle, de la Rue du Jardin Public jusqu'au Cours Portal (Bordeaux);242928
_726a2646-9073-11eb-97a2-135c120f17f7.240657;240657;157747;BORDEAUX;2024-09-09;2024-10-09;24BORAJPT19579;EMPRISE;"Neutralisation de voie;Mesure libre circulation;Interdiction de stationnement";304742;Boulevard du Président Franklin Roosevelt, du pont de Cauderes jusqu'à la Route de Toulouse (Bordeaux);240657
_726a2646-9073-11eb-97a2-135c120f17f7.240470;240470;157654;BORDEAUX;2024-09-30;2024-12-30;24BORAJPT19702;EMPRISE;"Interdiction de stationnement;Rétrécissement de largeur de voie;Limitation de vitesse";304515;Rue Jean Coudanne, de la Rue Godard jusqu'à la Rue du Velodrome (Bordeaux);240470
_726a2646-9073-11eb-97a2-135c120f17f7.240496;240496;157669;BORDEAUX;2024-09-30;2024-12-30;24BORAJPT19699;EMPRISE;"Limitation de vitesse;Rétrécissement de largeur de voie;Interdiction de stationnement";304545;Au droit du parking du Square Bernard Lecache, de la Rue Stehelin jusqu'à la Rue Gabriel Leglise;240496
_726a2646-9073-11eb-97a2-135c120f17f7.240610;240610;154524;BORDEAUX;2024-08-29;2024-11-30;24BORAJPT19581;EMPRISE;"Interdiction de stationnement;Neutralisation de voie";304682;25 Place de la Victoire (Bordeaux);240610
_726a2646-9073-11eb-97a2-135c120f17f7.242546;242546;148802;BORDEAUX;2024-10-03;2024-10-13;24BORAJPT20829;DEVIATION/EMPRISE;"Déviation,Interdiction de stationnement;Circulation interdite";307045/307044;Rue Jules Verne, avenue Thiers demi-tour à gauche face au n°371, puis demi-tour à gauche face à la rue Galin vers rue Reinette. (Bordeaux)/Rue Reinette, du 6 jusqu'à l'Avenue Thiers (Bordeaux);242546
_726a2646-9073-11eb-97a2-135c120f17f7.238902;238902;156809;BORDEAUX;2024-08-26;2024-10-25;24BORAJPT18141;EMPRISE/EMPRISE;Circulation interdite,Interdiction de stationnement;302493/302492;Rue Perey, de la Rue des Treuils jusqu'à la Rue de Ségur/du 9 au 19 Rue Perey;238902
_726a2646-9073-11eb-97a2-135c120f17f7.242252;242252;148749;BORDEAUX;2024-09-25;2024-10-03;24BORAJPT20677;DEVIATION/EMPRISE/EMPRISE/EMPRISE;"Déviation,Circulation interdite;Mise en impasse;Interdiction de stationnement,Circulation interdite;Interdiction de stationnement;Mise en impasse,Mise en impasse;Circulation interdite";306690/306689/306688/306691;Rue de Lesparre de la Rue Albert jusqu'à la Rue Camille Godard, Rue Camille Godard, de la Rue de Lesparre jusqu'à la Rue Mandron et Rue Mandron, de la Rue Camille Godard jusqu'à la Rue de Varize/Rue Albert (Bordeaux)/Rue de Chambrun (Bordeaux)/Rue de Varize (Bordeaux);242252
_726a2646-9073-11eb-97a2-135c120f17f7.238462;238462;156604;BORDEAUX;2024-08-19;2024-10-18;24BORAJPT17889;EMPRISE;Interdiction de stationnement;301929;Rue de Doumerc du côté impair à l'angle de la rue Valentin Hauy Rue Valentin Hauy du côté impair, du 3 jusqu'à la rue de Doumerc;238462
_726a2646-9073-11eb-97a2-135c120f17f7.238571;238571;147664;BORDEAUX;2024-08-19;2024-11-18;24BORAJPT17764;EMPRISE;Neutralisation de voie;302081;du 168 au 170 Rue Judaïque (Bordeaux);238571
_726a2646-9073-11eb-97a2-135c120f17f7.241221;241221;158099;BORDEAUX;2024-09-23;2024-11-23;24BORAJPT19944;EMPRISE;"Limitation de vitesse;Rétrécissement de largeur de voie;Neutralisation de voie";305443;du 181 au 177 Rue Pasteur (Bordeaux) pour un chantier au 181;241221
_726a2646-9073-11eb-97a2-135c120f17f7.241064;241064;153032;BORDEAUX;2024-10-21;2024-11-04;24BORAJPT19799;EMPRISE;Neutralisation de voie;305255;Rue Dom Devienne partie comprise entre la rue Peyronnet et la rue Lentillac;241064
_726a2646-9073-11eb-97a2-135c120f17f7.241214;241214;149576;BORDEAUX;2024-09-18;2024-10-02;24BORAJPT20272;EMPRISE/DEVIATION;"Mise en impasse;Circulation interdite,Déviation";305433/305434;Cours du XXX Juillet, à l'angle avec l'Allée de Munich/Rue Gobineau - Allée de Tourny - Rue de Sèze;241214
_726a2646-9073-11eb-97a2-135c120f17f7.241638;241638;147982;BORDEAUX;2024-09-23;2024-10-04;24BORAJPT20236;EMPRISE;"Neutralisation de voie;Interdiction de stationnement";305958;Rue Lajaunie (Bordeaux);241638
_726a2646-9073-11eb-97a2-135c120f17f7.240525;240525;151498;BORDEAUX;2024-09-09;2024-10-31;24BORAJPT19468;EMPRISE/EMPRISE;"Circulation alternée;Interdiction de stationnement,Mise en impasse;Interdiction de stationnement";304585/304586;du 30 au 2 Rue Henri Dunant Les deux côtés (Bordeaux)/Rue Général Du Cheyron (Bordeaux) au droit du carrefour avec la rue Henri Dunant;240525
_726a2646-9073-11eb-97a2-135c120f17f7.238506;238506;122710;BORDEAUX;2024-08-09;2024-10-15;24BORAJPT17760;EMPRISE/EMPRISE;Neutralisation de voie,Interdiction de stationnement;301985/301986;du 195 au 201 Rue Turenne (Bordeaux)/du 188 au 196 Rue Turenne (Bordeaux);238506
_726a2646-9073-11eb-97a2-135c120f17f7.240722;240722;143354;BORDEAUX;2024-09-16;2024-10-04;24BORAJPT19718;EMPRISE/EMPRISE/EMPRISE/EMPRISE/EMPRISE;Interdiction de tourner,Mesure libre circulation,Interdiction de tourner,Interdiction de stationnement,Circulation interdite;304832/304830/304831/304828/304829;Rue d'Artiguemale (Bordeaux)/Rue du Haut-Brion/Rue de Mahela (Bordeaux)/du 22 au 10 Rue du Haut-Brion/Rue du Haut-Brion, de la rue de Mahela jusqu'à la rue du Tauzin;240722
_726a2646-9073-11eb-97a2-135c120f17f7.241392;241392;158207;BORDEAUX;2024-09-23;2024-10-04;24BORAJPT20277;EMPRISE;Rétrécissement de largeur de voie;305651;2 Rue des Boucheries, sur le passage piétons;241392
_726a2646-9073-11eb-97a2-135c120f17f7.241839;241839;158481;BORDEAUX;2024-09-23;2024-10-11;24BORAJPT20520;EMPRISE/EMPRISE/EMPRISE/DEVIATION/EMPRISE;"Interdiction de stationnement,Neutralisation de voie;Mise en impasse,Circulation inversée,Déviation,Circulation interdite";306205/306217/306218/306219/306216;du 16 au 20 Rue Batailley du 197 au 239 Rue Georges Bonnac du 65 au 75 Rue Pierre/Rue Pierre, rue Batailley, rue de Lacanau et la rue Lugeol/Rue Larmee/Déviation Nord -- Rue Georges Bonnac du boulevard du Président Wilson, rue de Brach, rue de Vincennes, rue Judaïque Rue Georges Bonnac du boulevard du Président Wilson, rue de Brach, rue Pierre, rue Larmée, rue Brizard, rue Judaïque -- Déviation Sud Rue Georges Bonnac du boulevard du Président Wilson, rue Général de Larminat, cours Maréchal Juin, rue Corps Franc Pommies, rue Marguerite Crauste, rue François de Sourdis --/233 Rue Georges Bonnac;241839
_726a2646-9073-11eb-97a2-135c120f17f7.239326;239326;17790;BORDEAUX;2024-07-01;2024-12-31;24BORAJPT18381;EMPRISE/EMPRISE/EMPRISE/EMPRISE;"Interdiction de stationnement;Mesure libre circulation;Neutralisation de voie,Interdiction de stationnement;Circulation interdite;Mesure libre circulation,Interdiction de stationnement,Interdiction de stationnement;Neutralisation de voie";303035/303037/303038/303036;"Place Alice Girou, côté EST, le long du quai Armand Lalande en face du chantier Eiffage ilôt G1/Place Alice Girou, côté ouest, ancien ""bras"" en biais du quai Armand Lalande/Place Alice Girou, entre le quai Armand Lalande et la rue Lucien Faure/Quai Armand Lalande le long du chantier Eiffage - G1.";239326
_726a2646-9073-11eb-97a2-135c120f17f7.240130;240130;157483;BORDEAUX;2024-09-16;2024-11-09;24BORAJPT19178;EMPRISE;Rétrécissement de largeur de voie;304041;1 Place Jean Moulin, en bordure de chaussée;240130
_726a2646-9073-11eb-97a2-135c120f17f7.242175;242175;154729;BORDEAUX;2024-09-30;2024-10-02;24BORAJPT20659;EMPRISE/DEVIATION;Circulation interdite,Déviation;306584/306585;du 1 au 5 Rue du Château d'Eau/Rue Judaïque - Rue Fernand Marin;242175
_726a2646-9073-11eb-97a2-135c120f17f7.241217;241217;142188;BORDEAUX;2024-09-23;2024-10-31;24BORAJPT20034;EMPRISE/EMPRISE/DEVIATION;"Interdiction de stationnement;Neutralisation de voie,Mise en impasse,Déviation";305437/305438/305439;rue Jacques d'Welles (Bordeaux)/rue Jacques d'Welles (Bordeaux) et place Renaudel le long du Square Jean Vauthier, pour le SDIS, le Conservatoire et le TNBA uniquement/rue Peyronnet, rue des Beaux Arts, rue Tauzia;241217
_726a2646-9073-11eb-97a2-135c120f17f7.243337;243337;157109;BORDEAUX;2024-09-28;2024-10-25;24BORAJPT21603;EMPRISE/EMPRISE;Circulation interdite,Interdiction de stationnement;308032/308031;Rue du Haut Queyron du côté impair, de la rue Dumonteil jusqu'au boulevard George V/Rue du Haut Queyron du côté impair, du 5 jusqu'au boulevard George V;243337
_726a2646-9073-11eb-97a2-135c120f17f7.243128;243128;151709;BORDEAUX;2024-10-01;2024-11-29;24BORAJPT21611;EMPRISE/EMPRISE/EMPRISE/EMPRISE;"Interdiction de stationnement;Circulation interdite,Interdiction de stationnement;Circulation interdite,Circulation interdite;Interdiction de stationnement,Interdiction de stationnement;Circulation interdite";307768/307771/307769/307770;Rue Servandoni, de la rue de Kater (carrefour compris) jusqu'à la Rue de Belfort (carrefour compris)/Rue Lacornee, du 29 jusqu'à la rue Tastet/du 109 au 129 Rue de Kater/du 1 au 31 Rue Ligier;243128
_726a2646-9073-11eb-97a2-135c120f17f7.243252;243252;159244;BORDEAUX;2024-10-07;2024-11-29;24BORAJPT21600;EMPRISE/DEVIATION/EMPRISE;"Interdiction de stationnement;Circulation interdite,Déviation,Mise en impasse";307921/307922/307923;du 1 au 66 Rue Joseph Faure (Bordeaux)/Rue de la Benauge (Bordeaux) vers la rue de La Tresne et la rue Joseph Faure/Rue Joseph Faure, de la Rue de la Tresne jusqu'au 66 (Bordeaux);243252
_726a2646-9073-11eb-97a2-135c120f17f7.243254;243254;159245;BORDEAUX;2024-10-16;2024-11-08;24BORAJPT21598;EMPRISE/DEVIATION/DEVIATION;"Interdiction de stationnement;Circulation interdite,Déviation,Déviation";307925/307926/307927;Rue Jean Sabarots, de la Rue Reignier jusqu'à la Rue Raymond Lavigne (Bordeaux)/Rue Reignier (Bordeaux) vers la rue Gustave Carde et la rue Raymond Lavigne/Rue Raymond Lavigne (Bordeaux) vers le Quai des Queyries et la rue Reignier;243254
_726a2646-9073-11eb-97a2-135c120f17f7.243295;243295;149518;BORDEAUX;2024-10-09;2024-10-09;24BORAJPT21512;EMPRISE;Neutralisation de voie;307981;supposé 89 - 91 Crous de la Victoire Cours Aristide Briand (Bordeaux);243295
_726a2646-9073-11eb-97a2-135c120f17f7.243258;243258;159248;BORDEAUX;2024-10-21;2024-11-02;24BORAJPT21594;EMPRISE/DEVIATION;"Circulation interdite;Interdiction de stationnement,Déviation";307932/307933;Rue Paul Camelle, de la Rue de Nuits jusqu'au Cours le Rouzic (Bordeaux)/Rue de Nuits (Bordeaux) vers l'avenue Thiers et le cours Le Rouzic;243258
_726a2646-9073-11eb-97a2-135c120f17f7.243304;243304;159271;BORDEAUX;2024-10-15;2024-10-15;24BORAJPT21539;EMPRISE;"Limitation de vitesse;Rétrécissement de largeur de voie;Interdiction de stationnement;Circulation alternée";307991;Allée Davezac, du 34 jusqu'à la Rue Paul Valéry (Bordeaux) Rue Paul Valéry, de Allée Davezac jusqu'au 12 (Bordeaux);243304
_726a2646-9073-11eb-97a2-135c120f17f7.243532;243532;157634;BORDEAUX;2024-09-27;2024-10-04;24BORAJPT21728;EMPRISE/EMPRISE/EMPRISE/EMPRISE;"Circulation interdite;Mise en impasse;Interdiction de stationnement,Circulation interdite;Interdiction de stationnement;Mise en impasse,Rétrécissement de largeur de voie;Interdiction de stationnement,Mise en impasse;Circulation interdite;Interdiction de stationnement";308284/308285/308282/308283;du 55 Rue Laseppe jusqu'a la Rue du lavoir (Bordeaux)/du 32 Rue Laseppe jusqu'a la Rue de Blanquefort (Bordeaux)/du 120 au 64 Rue de Laseppe (Bordeaux)/Rue Catros Gerand , de La rue Ferdinand de Lesseps à la Rue Laseppe (Bordeaux);243532
_6752f20a-9073-11eb-97a2-135c120f17f7.237505;237505;89303;BORDEAUX;2024-08-01;2024-10-31;24BORAJPT16862;EMPRISE/EMPRISE/EMPRISE/EMPRISE;"Neutralisation de voie;Mesure libre circulation,Rétrécissement de largeur de voie,Rétrécissement de largeur de voie,Mesure libre circulation;Circulation inversée";300661/300662/300664/300663;Rue Casteja, entre la Place des Martyrs de la Résistance et le Rue Abbé de l'Epée/Rue Thiac, au niveau de l'entrée du chantier de l'îlot Casteja/en face du 80 Rue Abbé de l'Epée, jusqu'en face du 84, côté impair/Rue Thiac, de la Rue Abbé de l'Epée jusqu'à la Rue Rodrigues Pereire;237505
_6752f20a-9073-11eb-97a2-135c120f17f7.239748;239748;130302;BORDEAUX;2024-09-14;2025-09-12;24BORAJPT18776;EMPRISE;Neutralisation de voie;303579;"Allée de Boutaut, à proximité de l'arrêt de tramway "" Cracovie"" et le long de l'ancienne friche Cracovie";239748
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.215563;215563;123119;BORDEAUX;2023-12-16;2024-12-15;23BORPT28743;EMPRISE;Neutralisation de voie;273182;neutralisation de la voie pour déchargement d'un camion sur une durée de 10 minutes au 35 Chemin Lafitte avec hommes trafics informant ou orientant la déviation;215563
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.221747;221747;91050;BORDEAUX;2024-03-04;2025-03-25;24BORAJPT03959;EMPRISE;Interruption de circulation;280777;Rue du Cerf Volant - Rue des Bahutiers - Rue l'Ombrière - Rue Sainte Catherine;221747
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.225558;225558;145580;BORDEAUX;2024-04-02;2025-04-05;24BORAJPT06807;EMPRISE/DEVIATION/EMPRISE;Mise en impasse,Déviation,Mise en impasse;285514/285515/285510;rue Saint Benoit (Bordeaux)/rue des Benedictines, rue du Port, contre-allée Quai Sainte-Croix, rue Porte de la Monnaie (Bordeaux)/rue Carpenteyre (Bordeaux);225558
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.228350;228350;136333;BORDEAUX;2024-05-06;2024-11-05;24BORAJPT09057;EMPRISE;"Mesure libre circulation;Circulation interdite";289034;"Sur l'ensemble du quartier Saint-Augustin / Tauzin / Alphonse Dupeux à l'exception des voies suivantes : rue Despagnet -rue d'Ornano - rue de la Pelouse de Douet - les Boulevards et leurs ""barrières"" - avenue d'Arès - rue Général de Larminat";228350
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.226838;226838;150514;BORDEAUX;2024-04-22;2024-10-30;24BORAJPT07897;DEVIATION/EMPRISE/DEVIATION/DEVIATION;"Déviation,Mise en impasse;Neutralisation de voie,Déviation,Déviation";287136/287133/287134/287135;de la rue des Étrangers depuis le cours Henri Brunet vers le quai Armand Lalande se fera par le cours Henri Brunet, la rue de New York, la rue Blanqui, la rue de Gironde, le quai du Maroc, le quai Armand Lalalande/Fermeture Rue des Etrangers entre la sente des Radoubs et la sente de L'hermione/de la rue des Étrangers depuis le quai Armand Lalande vers le cours Henri Brunet par le quai Armand Lalalande , le quai du Maroc, la rue de Gironde, la rue Blanqui, la rue Delbos et le quai Huber Prom/de la rue des Etrangers depuis le cours Henri Brunet vers le quai Armand Lalande se fera par le quai Huber Prom, le cours Dupré de St maur, la rue Lucie Aubrac, la rue Blanqui, la rue de Gironde, le quai du Maroc, le quai Armand Lalalande;226838
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.231606;231606;145887;BORDEAUX;2024-06-04;2024-10-04;24BORAJPT11844;EMPRISE;"Limitation de vitesse;Rétrécissement de largeur de voie";293154;dans le quartier de Caudéran (Bordeaux);231606
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.230093;230093;142166;BORDEAUX;2024-05-13;2025-05-31;24BORAJPT10505;EMPRISE;Circulation alternée;291243;du côté impair du n°13 au n°23 Rue Georges Barres (5 jours dans la période);230093
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.230105;230105;151065;BORDEAUX;2024-05-13;2025-05-14;24BORAJPT10568;DEVIATION/EMPRISE;Déviation,Neutralisation de voie;291355/291260;Rue de Saget, rue Eugène Le Roy, rue Charles Domercq/7 Rue Saint Vincent de Paul;230105
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.229514;229514;150458;BORDEAUX;2024-05-20;2025-06-07;24BORAJPT09845;EMPRISE;"Neutralisation de voie;Interdiction de stationnement";290516;du 15 au 17 Rue Tranchére (Bordeaux);229514
_5aa3e0d1-9073-11eb-97a2-135c120f17f7.230581;230581;142111;BORDEAUX;2024-05-27;2024-11-29;24BORAJPT10812;EMPRISE;"Circulation alternée;Neutralisation de voie";291859;sur toutes les voies communales;230581
