Geo Point;Geo Shape;gid;geom_o;geom_err;ident;nom;etat;ferme;cdate;mdate
44.8582652, -0.5518281;"{""coordinates"": [-0.5518281, 44.8582652], ""type"": ""Point""}";1;0;;063001;Pont Jacques Chaban-Delmas;0_OUVERT;False;2011-06-09T00:00:00+02:00;2024-10-01T16:40:25+02:00
