Geo Point;Geo Shape;gid;geom_err;ident;cdate;mdate;alea
44.891423233333335, -0.8132249666666667;"{""coordinates"": [[[-0.813281, 44.8911499], [-0.8131869, 44.8915249], [-0.813207, 44.8915949], [-0.813281, 44.8911499]]], ""type"": ""Polygon""}";82828;;RGA_082828;2024-05-14T09:10:27+02:00;2024-05-14T09:10:27+02:00;MOYEN
45.03794507106322, -0.5072766277107431;"{""coordinates"": [[[-0.507282, 45.0379019], [-0.5072359, 45.0379729], [-0.5072709, 45.0379669], [-0.5073119, 45.0379609], [-0.507282, 45.0379019]]], ""type"": ""Polygon""}";86332;;RGA_086332;2024-05-14T09:10:27+02:00;2024-05-14T09:10:27+02:00;MOYEN
44.8845816985304, -0.4963400007124291;"{""coordinates"": [[[-0.4938679, 44.8815539], [-0.4935929, 44.8817639], [-0.4935119, 44.8819349], [-0.493608, 44.8823719], [-0.494053, 44.8830269], [-0.494115, 44.8831339], [-0.494156, 44.8832459], [-0.4943979, 44.8841229], [-0.4944179, 44.8842279], [-0.4944209, 44.8843329], [-0.494352, 44.8855429], [-0.4943379, 44.8856419], [-0.4943089, 44.8857399], [-0.4942649, 44.8858349], [-0.4938759, 44.8865409], [-0.4938389, 44.8866019], [-0.4935039, 44.8870979], [-0.4934359, 44.8871859], [-0.493354, 44.8872689], [-0.4932599, 44.8873439], [-0.4927539, 44.8877049], [-0.492641, 44.8877769], [-0.4925159, 44.8878389], [-0.4923819, 44.8878889], [-0.4918359, 44.8880659], [-0.4916419, 44.8881159], [-0.491439, 44.8881429], [-0.490918, 44.8881809], [-0.490739, 44.8881839], [-0.4905609, 44.8881699], [-0.489968, 44.8880929], [-0.489824, 44.8880679], [-0.4896839, 44.8880309], [-0.4891159, 44.8878519], [-0.489115, 44.8878959], [-0.4889169, 44.8892229], [-0.4889469, 44.8893239], [-0.48946, 44.8899199], [-0.4895049, 44.8899769], [-0.489913, 44.8905399], [-0.48993, 44.8905099], [-0.490014, 44.8904049], [-0.490237, 44.8901659], [-0.4903029, 44.8900319], [-0.4902699, 44.8897589], [-0.490266, 44.8896549], [-0.4902779, 44.8895509], [-0.4903079, 44.8894489], [-0.4903539, 44.8893499], [-0.4905639, 44.8889729], [-0.490638, 44.8888619], [-0.4907329, 44.8887599], [-0.490846, 44.8886679], [-0.49132, 44.8883309], [-0.4914489, 44.8882509], [-0.491593, 44.8881829], [-0.491747, 44.8881309], [-0.491911, 44.8880939], [-0.492476, 44.8879939], [-0.492686, 44.8879439], [-0.4931649, 44.8875939], [-0.4932949, 44.8875109], [-0.4934409, 44.8874419], [-0.493599, 44.8873869], [-0.493766, 44.8873489], [-0.493939, 44.8873269], [-0.4941149, 44.8873219], [-0.4946049, 44.8873339], [-0.494679, 44.8873389], [-0.4945879, 44.8872699], [-0.494493, 44.8871769], [-0.494416, 44.8870759], [-0.494358, 44.8869699], [-0.4943189, 44.8868579], [-0.4942999, 44.8867439], [-0.494302, 44.8866289], [-0.494324, 44.8865159], [-0.494367, 44.8864049], [-0.4945149, 44.8860989], [-0.4945769, 44.8859919], [-0.4946589, 44.8858909], [-0.494758, 44.8857989], [-0.494873, 44.8857169], [-0.4950019, 44.8856459], [-0.495143, 44.8855869], [-0.4952929, 44.8855419], [-0.4954499, 44.8855099], [-0.495611, 44.8854939], [-0.4961289, 44.8854639], [-0.4961979, 44.8854019], [-0.4963219, 44.8853049], [-0.4964639, 44.8852229], [-0.496622, 44.8851549], [-0.4970399, 44.8850049], [-0.497181, 44.8849619], [-0.4973279, 44.8849309], [-0.49748, 44.8849129], [-0.4976339, 44.8849079], [-0.4980999, 44.8849139], [-0.4989239, 44.8848119], [-0.4990969, 44.8847989], [-0.4992709, 44.8848029], [-0.4994429, 44.8848249], [-0.4996089, 44.8848619], [-0.5001379, 44.8850119], [-0.5002649, 44.8850529], [-0.500385, 44.8851049], [-0.500951, 44.8853799], [-0.501071, 44.8850739], [-0.501077, 44.8850599], [-0.5013109, 44.8844969], [-0.5013689, 44.8843869], [-0.5014449, 44.8842829], [-0.501876, 44.8837839], [-0.5019959, 44.8836669], [-0.5021409, 44.8835649], [-0.502564, 44.8833109], [-0.5025999, 44.8832149], [-0.5025999, 44.8832119], [-0.5025319, 44.8831979], [-0.501779, 44.8831579], [-0.5016119, 44.8831409], [-0.5006889, 44.8830019], [-0.500547, 44.8829739], [-0.50041, 44.8829339], [-0.50028, 44.8828839], [-0.4993669, 44.8824779], [-0.4983919, 44.8822399], [-0.497383, 44.8822139], [-0.4966119, 44.8823489], [-0.4964569, 44.8823679], [-0.4956429, 44.8824349], [-0.495482, 44.8824409], [-0.4953209, 44.8824319], [-0.495163, 44.8824089], [-0.4950099, 44.8823709], [-0.4948649, 44.8823209], [-0.4945989, 44.8822109], [-0.494441, 44.8821349], [-0.494302, 44.8820429], [-0.4941829, 44.8819359], [-0.4940109, 44.8817549], [-0.4939259, 44.8816519], [-0.4938679, 44.8815539]]], ""type"": ""Polygon""}";86402;;RGA_086402;2024-05-14T09:10:27+02:00;2024-05-14T09:10:27+02:00;MOYEN
44.834689708812476, -0.5260011301917386;"{""coordinates"": [[[-0.525687, 44.8326559], [-0.5255839, 44.8327869], [-0.525464, 44.8332719], [-0.525373, 44.8337709], [-0.5253579, 44.8340339], [-0.525353, 44.8340879], [-0.5252669, 44.8346899], [-0.5252439, 44.8347939], [-0.525204, 44.8348949], [-0.525147, 44.8349919], [-0.5250749, 44.8350829], [-0.524784, 44.8354089], [-0.5247019, 44.8354889], [-0.524724, 44.8354909], [-0.524904, 44.8355269], [-0.5256989, 44.8357299], [-0.525851, 44.8357779], [-0.525993, 44.8358389], [-0.5261229, 44.8359119], [-0.526238, 44.8359969], [-0.5263359, 44.8360919], [-0.5268149, 44.8366239], [-0.526757, 44.8361179], [-0.5267539, 44.8360149], [-0.526767, 44.8359119], [-0.526904, 44.8352619], [-0.5268539, 44.8347479], [-0.526732, 44.8344159], [-0.5267039, 44.8343189], [-0.526692, 44.8342209], [-0.526687, 44.8341159], [-0.526681, 44.8340159], [-0.5262149, 44.8333729], [-0.5257239, 44.8326939], [-0.525687, 44.8326559]]], ""type"": ""Polygon""}";86495;;RGA_086495;2024-05-14T09:10:27+02:00;2024-05-14T09:10:27+02:00;MOYEN
44.913430582907246, -0.6305170536586001;"{""coordinates"": [[[-0.627543, 44.9059609], [-0.6272839, 44.9059969], [-0.627083, 44.9060509], [-0.6268779, 44.9062079], [-0.626765, 44.9063459], [-0.626775, 44.9065349], [-0.626826, 44.9070309], [-0.6271309, 44.9076239], [-0.627164, 44.9076969], [-0.627392, 44.9082949], [-0.6274269, 44.9084199], [-0.6274359, 44.9085479], [-0.6274199, 44.9086749], [-0.62734, 44.9090259], [-0.627298, 44.9091509], [-0.627232, 44.9092709], [-0.6271429, 44.9093819], [-0.62674, 44.9098109], [-0.626636, 44.9099069], [-0.626515, 44.9099919], [-0.626379, 44.9100649], [-0.62623, 44.9101239], [-0.6260709, 44.9101679], [-0.625491, 44.9102999], [-0.625334, 44.9103279], [-0.6251739, 44.9103409], [-0.623513, 44.9104059], [-0.623314, 44.9104139], [-0.6227159, 44.9104809], [-0.622576, 44.9105229], [-0.622281, 44.9107339], [-0.62212, 44.9108309], [-0.6217359, 44.9110269], [-0.621595, 44.9110899], [-0.6214429, 44.9111389], [-0.621374, 44.9111569], [-0.621269, 44.9113209], [-0.621209, 44.9114019], [-0.6209339, 44.9117349], [-0.620852, 44.9118219], [-0.6207569, 44.9119019], [-0.620649, 44.9119729], [-0.6205309, 44.9120349], [-0.6198749, 44.9123369], [-0.619733, 44.9123939], [-0.619581, 44.9124369], [-0.619431, 44.9124649], [-0.620028, 44.9125689], [-0.620051, 44.9125729], [-0.620311, 44.9126219], [-0.6204229, 44.9124349], [-0.6204949, 44.9123329], [-0.6205849, 44.9122389], [-0.6206909, 44.9121529], [-0.621163, 44.9118159], [-0.621292, 44.9117359], [-0.621436, 44.9116689], [-0.6215899, 44.9116159], [-0.6217539, 44.9115779], [-0.62253, 44.9114409], [-0.622699, 44.9114189], [-0.62287, 44.9114139], [-0.6230399, 44.9114249], [-0.623864, 44.9115199], [-0.624021, 44.9115459], [-0.624172, 44.9115849], [-0.624315, 44.9116379], [-0.624448, 44.9117039], [-0.624568, 44.9117799], [-0.624673, 44.9118669], [-0.624984, 44.9121609], [-0.6250639, 44.9122469], [-0.625553, 44.9128379], [-0.6255779, 44.9128709], [-0.626114, 44.9135839], [-0.626663, 44.9140519], [-0.626788, 44.9140489], [-0.6277149, 44.9138289], [-0.6278939, 44.9137969], [-0.6280779, 44.9137829], [-0.6282629, 44.9137889], [-0.6284449, 44.9138139], [-0.628974, 44.9139149], [-0.6291249, 44.9139509], [-0.6292689, 44.9140009], [-0.629403, 44.9140629], [-0.6295249, 44.9141369], [-0.629633, 44.9142209], [-0.629725, 44.9143139], [-0.6297999, 44.9144139], [-0.6298559, 44.9145209], [-0.629893, 44.9146309], [-0.629911, 44.9147439], [-0.6299079, 44.9148579], [-0.629884, 44.9149699], [-0.6298289, 44.9151579], [-0.6297839, 44.9152709], [-0.6297189, 44.9153799], [-0.6296339, 44.9154809], [-0.629532, 44.9155729], [-0.6294129, 44.9156559], [-0.6292809, 44.9157259], [-0.6288019, 44.9159479], [-0.628754, 44.9159689], [-0.627891, 44.9163309], [-0.6277949, 44.9164669], [-0.62772, 44.9167089], [-0.627798, 44.9169789], [-0.6281689, 44.9175709], [-0.6283879, 44.9177539], [-0.628562, 44.9178119], [-0.62904, 44.9177999], [-0.629925, 44.9176169], [-0.630083, 44.9175919], [-0.6302449, 44.9175809], [-0.630407, 44.9175849], [-0.6305669, 44.9176039], [-0.630722, 44.9176369], [-0.6308699, 44.9176849], [-0.631008, 44.9177449], [-0.631134, 44.9178169], [-0.631247, 44.9178999], [-0.631343, 44.9179919], [-0.631422, 44.9180929], [-0.6314829, 44.9181999], [-0.631557, 44.9183609], [-0.6315989, 44.9184759], [-0.631619, 44.9185949], [-0.6316169, 44.9187139], [-0.6315919, 44.9188319], [-0.6315459, 44.9189459], [-0.6314789, 44.9190559], [-0.6313919, 44.9191579], [-0.631287, 44.9192499], [-0.631166, 44.9193329], [-0.631031, 44.9194029], [-0.6307219, 44.9195419], [-0.6301949, 44.9198589], [-0.629783, 44.9202939], [-0.6296399, 44.9205519], [-0.629682, 44.9209409], [-0.6297369, 44.9213499], [-0.6297409, 44.9214739], [-0.629721, 44.9215969], [-0.6296869, 44.9216929], [-0.6300769, 44.9217439], [-0.6302499, 44.9217759], [-0.630415, 44.9218249], [-0.6305689, 44.9218899], [-0.6307089, 44.9219689], [-0.6309789, 44.9221479], [-0.6310929, 44.9222329], [-0.63119, 44.9223279], [-0.631269, 44.9224319], [-0.631328, 44.9225419], [-0.631367, 44.9226569], [-0.631384, 44.9227739], [-0.6313869, 44.9228329], [-0.631508, 44.9228379], [-0.632283, 44.9227209], [-0.6324609, 44.9227029], [-0.6326399, 44.9227029], [-0.6332699, 44.9227359], [-0.6337039, 44.9226329], [-0.6338399, 44.9225589], [-0.633894, 44.9224279], [-0.633969, 44.9219199], [-0.6339669, 44.9218799], [-0.633816, 44.9218889], [-0.633653, 44.9218899], [-0.633491, 44.9218769], [-0.6333329, 44.9218489], [-0.633181, 44.9218069], [-0.633038, 44.9217509], [-0.6329069, 44.9216829], [-0.632788, 44.9216039], [-0.6325839, 44.9214469], [-0.632481, 44.9213579], [-0.6323949, 44.9212589], [-0.6323269, 44.9211539], [-0.632279, 44.9210439], [-0.632252, 44.9209299], [-0.6322449, 44.9208139], [-0.632256, 44.9204689], [-0.632255, 44.9204489], [-0.63204, 44.9202419], [-0.631955, 44.9201479], [-0.6318859, 44.9200459], [-0.631836, 44.9199389], [-0.631681, 44.9195249], [-0.6316459, 44.9193959], [-0.631639, 44.9192649], [-0.631654, 44.9189159], [-0.631669, 44.9188079], [-0.6317009, 44.9187019], [-0.631751, 44.9185989], [-0.6318179, 44.9185009], [-0.631902, 44.9184099], [-0.63215, 44.9181709], [-0.6322679, 44.9180729], [-0.6324049, 44.9179879], [-0.6325579, 44.9179169], [-0.6327229, 44.9178629], [-0.633207, 44.9177339], [-0.6333539, 44.9177019], [-0.6335059, 44.9176819], [-0.6336599, 44.9176759], [-0.634332, 44.9176789], [-0.6345229, 44.9176629], [-0.6345329, 44.9176489], [-0.6348159, 44.9169589], [-0.634889, 44.9168239], [-0.634991, 44.9166979], [-0.635642, 44.9160309], [-0.6356599, 44.9160129], [-0.636365, 44.9153259], [-0.636608, 44.9148589], [-0.6366989, 44.9143339], [-0.6366259, 44.9137659], [-0.6362309, 44.9132709], [-0.6354059, 44.9124489], [-0.6353169, 44.9123469], [-0.635248, 44.9122359], [-0.6351999, 44.9121209], [-0.634769, 44.9107309], [-0.6343899, 44.9102559], [-0.633881, 44.9099049], [-0.633141, 44.9095359], [-0.6323389, 44.9094929], [-0.631486, 44.9094459], [-0.63133, 44.9094309], [-0.6311779, 44.9094019], [-0.6310319, 44.9093589], [-0.6308939, 44.9093039], [-0.630768, 44.9092379], [-0.6306529, 44.9091609], [-0.6305539, 44.9090739], [-0.6304699, 44.9089789], [-0.6304029, 44.9088779], [-0.6303549, 44.9087709], [-0.62987, 44.9074199], [-0.62929, 44.9067909], [-0.6286899, 44.9063549], [-0.6278769, 44.9060109], [-0.627543, 44.9059609]]], ""type"": ""Polygon""}";86381;;RGA_086381;2024-05-14T09:10:27+02:00;2024-05-14T09:10:27+02:00;MOYEN
